Name,Image Link,Rating,Price(£),In-Stock,Category
Full Moon over Noahâs Ark: An Odyssey to Mount Ararat and Beyond,../../media/cache/fe/8a/fe8af6ceec7718986380c0fde9b3b34f.jpg,Four,49.43,15,travel
Frostbite (Vampire Academy #2),../../media/cache/2a/2d/2a2d6ebcedeb7249a2a85fd1fbfd06e1.jpg,Five,29.99,15,young-adult
Follow You Home,../../media/cache/bb/c0/bbc0bdad3ad7f390017ea66bb7019579.jpg,One,21.36,15,horror
First Steps for New Christians (Print Edition),../../media/cache/c6/50/c650e687398b368f4a16276f6d00144b.jpg,One,29.00,15,default
Finders Keepers (Bill Hodges Trilogy #2),../../media/cache/76/80/76804e1881b630a110794fef5aad02cf.jpg,Five,53.53,15,fiction
"Fables, Vol. 1: Legends in Exile (Fables #1)",../../media/cache/51/e4/51e472da0b7be65921345af6d4ca9e51.jpg,Four,41.62,15,sequential-art
Eureka Trivia 6.0,../../media/cache/e8/21/e821a2e8fe4431eb895e9d46fe68c32e.jpg,Four,54.59,15,default
Drive: The Surprising Truth About What Motivates Us,../../media/cache/e9/48/e948a672efe721b408c8dd1f1f3ec529.jpg,Four,34.95,15,default
Done Rubbed Out (Reightman & Bailey #1),../../media/cache/4e/af/4eaf0482e122cf9100b0fff61ea3441a.jpg,Five,37.72,15,default
Doing It Over (Most Likely To #1),../../media/cache/4b/91/4b91460323973e9e140626d00474d74c.jpg,Three,35.61,15,romance
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",../../media/cache/38/c3/38c342d52a30a8eb38b34668e9777222.jpg,Three,42.16,15,food-and-drink
Dark Notes,../../media/cache/1c/88/1c8807c42be085f3b061fe63f62a3c39.jpg,Five,19.19,15,erotica
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",../../media/cache/38/ea/38ea04e1e16ebef78fd2595771fe2287.jpg,Three,19.43,15,nonfiction
Close to You,../../media/cache/94/f4/94f4405dae04559ecdd92e62486623e3.jpg,Four,49.46,15,christian-fiction
Chasing Heaven: What Dying Taught Me About Living,../../media/cache/87/cd/87cd2aa5c4e38244ffcb17b84b0f6efd.jpg,Two,37.80,15,spirituality
Big Magic: Creative Living Beyond Fear,../../media/cache/78/a6/78a64cdef1ea38f3ddcc77f5e3fac5fd.jpg,Three,30.80,15,nonfiction
Becoming Wise: An Inquiry into the Mystery and Art of Living,../../media/cache/33/65/3365a493bba6856798437c3e341a1e5d.jpg,Two,27.43,15,nonfiction
Beauty Restored (Riley Family Legacy Novellas #3),../../media/cache/68/e8/68e81c5a221dcd71516b5711641f83ed.jpg,Two,11.11,15,default
Batman: The Long Halloween (Batman),../../media/cache/26/a6/26a6c3227af69348c542bc4e094279a4.jpg,Two,36.50,15,sequential-art
Batman: The Dark Knight Returns (Batman),../../media/cache/1e/38/1e381319aaf7cf69c27a5171520d53fe.jpg,Five,15.38,15,sequential-art
Ayumi's Violin,../../media/cache/43/78/4378757ed2632f2473e7455ae9717820.jpg,Two,15.48,15,default
Anonymous,../../media/cache/31/07/31070621fa42e300a9aab403293bad92.jpg,Four,46.82,15,default
Amy Meets the Saints and Sages,../../media/cache/c3/6f/c36fd57aa9fc55ab3ea56b6e08b59c8d.jpg,Three,18.46,15,default
Amid the Chaos,../../media/cache/8a/94/8a94b2ba501119af0d3520b94daf8c20.jpg,One,36.58,15,cultural
Amatus,../../media/cache/30/51/30512adbb6cba367d3f48e09a888da3c.jpg,Five,50.54,15,default
Agnostic: A Spirited Manifesto,../../media/cache/66/03/6603ceb9ac44fb012f8bf54383bc0165.jpg,Five,12.51,15,nonfiction
Zealot: The Life and Times of Jesus of Nazareth,../../media/cache/21/da/21dab5c065cfcde1bad7ded16a753102.jpg,Three,24.70,14,history
You (You #1),../../media/cache/f2/f1/f2f19169771a8a8e1a4b72f22e799de8.jpg,Five,43.61,14,thriller
"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",../../media/cache/b6/6a/b66a733a0fd2c0ed2cffaf5d2d9dd146.jpg,Four,37.34,14,sequential-art
Wild Swans,../../media/cache/ad/42/ad42a85570a887faf1b9e12715cf59bf.jpg,Two,14.36,14,young-adult
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,../../media/cache/cd/64/cd64ccda3382d62fea8167eaadd6c9a0.jpg,Four,52.65,14,politics
Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,../../media/cache/e3/d5/e3d59328474571d53aad7d07144e2ef0.jpg,Four,38.20,14,nonfiction
What's It Like in Space?: Stories from Astronauts Who've Been There,../../media/cache/96/6f/966f1fe13d231041bb516c281a675646.jpg,Two,19.60,14,nonfiction
"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",../../media/cache/3e/61/3e611e2228ffe66b05f202cd3da0359c.jpg,One,53.90,14,sequential-art
Walt Disney's Alice in Wonderland,../../media/cache/0f/65/0f65a1f2a3705c67b3d2a787ab3e8b99.jpg,Five,12.96,14,childrens
V for Vendetta (V for Vendetta Complete),../../media/cache/9d/3f/9d3f79bdbfe9a9caea353627b6685699.jpg,Four,37.10,14,default
Until Friday Night (The Field Party #1),../../media/cache/e1/24/e1249f72129bd4b788ffd0cdd7834c24.jpg,Two,46.31,14,young-adult
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",../../media/cache/e6/95/e6956bac63c9e1e6df6dac4db3a0ec0d.jpg,Two,45.95,14,default
Twenty Yawns,../../media/cache/40/d7/40d7f9433c2f23370659c925a45fdcad.jpg,Two,22.08,14,childrens
Through the Woods,../../media/cache/ac/07/ac07aa5cfd42e6192bb801a749263bba.jpg,Two,25.38,14,sequential-art
This Is Where It Ends,../../media/cache/8e/dc/8edc314a67ed5ddad7bd0a2f30ad3238.jpg,Two,27.12,14,young-adult
The Year of Magical Thinking,../../media/cache/06/2a/062af372ae666a16fa7e67ced2d1187c.jpg,Two,43.04,14,nonfiction
The Wright Brothers,../../media/cache/51/98/51985c3a61a47b8de85239b9e3b2a938.jpg,Four,56.80,14,default
The White Queen (The Cousins' War #1),../../media/cache/11/40/11400b5532ad710359584a68db50f33c.jpg,Five,25.91,14,add-a-comment
The Wedding Pact (The O'Malleys #2),../../media/cache/21/53/21539e305aa09ec40b36daa43db3f2fe.jpg,Three,32.61,14,romance
The Time Keeper,../../media/cache/37/d1/37d108ff5b19028a52ddd73dba35d543.jpg,Five,27.88,14,fiction
The Testament of Mary,../../media/cache/06/a6/06a62270c0700ae3c537cf394cf145ee.jpg,Four,52.67,14,fiction
The Star-Touched Queen,../../media/cache/ac/1a/ac1a0546d9cdf6cd82ab7712a6c418df.jpg,Five,46.02,14,fantasy
The Songs of the Gods,../../media/cache/08/ad/08add5c58ff717da1b00d5dda3f7c637.jpg,Five,44.48,14,default
The Song of Achilles,../../media/cache/4e/56/4e56783b21a3a5c73e32e59241a351ac.jpg,Five,37.40,14,add-a-comment
The Rosie Project (Don Tillman #1),../../media/cache/45/db/45db8e5d17ac3683cce97977d162dc94.jpg,One,54.04,14,default
The Power of Habit: Why We Do What We Do in Life and Business,../../media/cache/03/be/03beffe578a7839374f7060639ce914d.jpg,Three,16.88,14,default
The Marriage of Opposites,../../media/cache/33/8e/338e196723f3fb10d5c6990fe54be61d.jpg,Four,28.08,14,historical-fiction
The Lucifer Effect: Understanding How Good People Turn Evil,../../media/cache/4b/2a/4b2a574e8382dcac92d046d30d2c27fc.jpg,One,10.40,14,psychology
The Long Haul (Diary of a Wimpy Kid #9),../../media/cache/b1/e6/b1e6c747381261cd6e60ac9d350c4bab.jpg,One,44.07,14,humor
The Loney,../../media/cache/84/cc/84cc7f93a8c6c766a6297a23227e68e8.jpg,One,23.40,14,horror
The Literature Book (Big Ideas Simply Explained),../../media/cache/b7/95/b79552e4f08ebad6516f6ddefbb7bd92.jpg,Three,17.43,14,nonfiction
The Last Mile (Amos Decker #2),../../media/cache/e6/dc/e6dcc8f75214eb14edc1ce09c98f3d71.jpg,Two,54.21,14,mystery
The Immortal Life of Henrietta Lacks,../../media/cache/92/4d/924d855a0ad5774410b0bb7c71afa788.jpg,Two,40.67,14,add-a-comment
The Hidden Oracle (The Trials of Apollo #1),../../media/cache/7c/55/7c550a26f03e12343d0c6b4474b3eb1e.jpg,Two,52.26,14,fantasy
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,../../media/cache/bc/eb/bceb609c54f7739682b319a27a5b9783.jpg,Three,28.77,14,food-and-drink
The Guilty (Will Robie #4),../../media/cache/7f/fd/7ffdc9c4b7bf965990c59460da9b66b7.jpg,Two,13.82,14,thriller
The First Hostage (J.B. Collins #2),../../media/cache/81/3e/813e1d11126330de52d9368e78d116cc.jpg,Three,25.85,14,fiction
The Dovekeepers,../../media/cache/24/86/248641d1d03b4dbfe3a7db4e20552973.jpg,One,48.78,14,add-a-comment
The Darkest Lie,../../media/cache/3b/6a/3b6ae7b1d7736819f4f44605441e283e.jpg,Five,35.35,14,young-adult
The Bane Chronicles (The Bane Chronicles #1-11),../../media/cache/e9/fe/e9fed5b725a6badd26ef93175fdc248b.jpg,Four,44.73,14,fantasy
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts,../../media/cache/c4/d7/c4d78673f6228b246d5d547c29eaa58b.jpg,One,15.77,14,nonfiction
The 14th Colony (Cotton Malone #11),../../media/cache/5b/3e/5b3e36ce7c82e9dd8b416a23531c0121.jpg,One,39.24,14,thriller
That Darkness (Gardiner and Renner #1),../../media/cache/23/b8/23b81994234ac127d701db1531a08e48.jpg,One,13.92,14,mystery
Tastes Like Fear (DI Marnie Rome #3),../../media/cache/74/9b/749bca168778cf35fdb2441a9d6b403f.jpg,One,10.69,14,mystery
Take Me with You,../../media/cache/bd/ad/bdad8933d15df7d7c6f3a16a9315048b.jpg,Three,45.21,14,fiction
Swell: A Year of Waves,../../media/cache/7d/a6/7da658ca2d3fce1a9958fb754a179ba8.jpg,One,45.58,14,nonfiction
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),../../media/cache/31/32/3132ce8535ec612bf8588a5bc62998d4.jpg,Five,11.89,14,sequential-art
Still Life with Bread Crumbs,../../media/cache/a3/eb/a3ebe1ca5df0d3ff3e3d2b8fb8b2a551.jpg,Three,26.41,14,fiction
Steve Jobs,../../media/cache/70/a4/70a49dbcdbbdbc8b7264d254d8197ecd.jpg,Five,39.50,14,default
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,../../media/cache/5d/a5/5da545b9d44464af8b3d0a9511a050ca.jpg,Four,44.74,14,science
Someone Like You (The Harrisons #2),../../media/cache/03/67/03672d82cd257167775d88568d2cce38.jpg,Five,52.79,14,contemporary
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",../../media/cache/53/ea/53ead08572cc44510da38edf559722d1.jpg,Four,35.43,14,sequential-art
Shtum,../../media/cache/63/62/63623a0b014b1f26e49aa61786e6e708.jpg,Four,55.84,14,fiction
See America: A Celebration of Our National Parks & Treasured Sites,../../media/cache/c7/1a/c71a85dbf8c2dbc75cb271026618477c.jpg,Three,48.87,14,travel
salt.,../../media/cache/c9/92/c9924f9637aef6d9fc8e165be62f69ee.jpg,Four,46.78,14,poetry
Robin War,../../media/cache/08/e3/08e3fff11713d162620c920a2574e149.jpg,Three,47.82,14,sequential-art
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",../../media/cache/7a/23/7a2319e460168eff8d91828ff380849c.jpg,Two,25.48,14,sequential-art
Rain Fish,../../media/cache/ea/1f/ea1f22fa3179f3f84fbadd24fe89a1fd.jpg,Three,23.57,14,childrens
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",../../media/cache/68/92/68922093080c377fa521ba64d8d372e1.jpg,Five,50.89,14,poetry
Pet Sematary,../../media/cache/99/ef/99ef2f3987ee016bdd120a4579ef98f5.jpg,Three,10.56,14,horror
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",../../media/cache/7f/6b/7f6bfd0fc24b974b4d7721899e93aa2c.jpg,Three,52.15,14,self-help
Once Was a Time,../../media/cache/e6/5e/e65e45701ce6d2da8c5cf31d6208ff02.jpg,Two,18.28,14,childrens
Old School (Diary of a Wimpy Kid #10),../../media/cache/55/82/5582626cb185a8eb2914c15d5287afbd.jpg,Five,11.83,14,humor
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,../../media/cache/c6/e5/c6e596ddbcd5d5f448d1bae14f2e09d3.jpg,Two,21.95,14,nonfiction
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",../../media/cache/0b/b8/0bb8bd42d6b58c7966ba67472a55f905.jpg,Two,38.39,14,sequential-art
My Name Is Lucy Barton,../../media/cache/28/db/28db43984c765a1d02fd3495f5c52eb6.jpg,One,41.56,14,fiction
My Mrs. Brown,../../media/cache/2d/a3/2da3464fa2010bebedfba9eca77e42be.jpg,Three,24.48,14,fiction
My Kind of Crazy,../../media/cache/2b/38/2b38dc9b90299a9755fb15bed3293342.jpg,One,40.36,14,young-adult
Mr. Mercedes (Bill Hodges Trilogy #1),../../media/cache/65/7f/657f9a3b7c0579c7fa499dddddd59422.jpg,One,28.90,14,fiction
More Than Music (Chasing the Dream #1),../../media/cache/e7/00/e7000cd6975d8932b9178de9386b944d.jpg,Two,37.61,14,add-a-comment
Made to Stick: Why Some Ideas Survive and Others Die,../../media/cache/1e/3e/1e3e1572e17ade03b21c44617fbc4d68.jpg,Five,38.85,14,business
Luis Paints the World,../../media/cache/34/1e/341e9af2106811a4ca8e56ce92762580.jpg,Three,53.95,14,childrens
Luckiest Girl Alive,../../media/cache/2d/61/2d6124f9d5328469e7ce5e4c04326ca5.jpg,Three,49.83,14,default
Lowriders to the Center of the Earth (Lowriders in Space #2),../../media/cache/30/d0/30d033fe3d7be21522498ce2b30d58d6.jpg,Two,51.51,14,sequential-art
Love Is a Mix Tape (Music #1),../../media/cache/b2/43/b2430e3958014d962042a14a912151ac.jpg,One,18.03,14,music
Looking for Lovely: Collecting the Moments that Matter,../../media/cache/f8/c7/f8c761844f257fed04cce95f9506cba4.jpg,Five,29.14,14,nonfiction
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",../../media/cache/b3/20/b3201b03b2fd03915b1f85522be971af.jpg,Four,46.91,14,default
Let It Out: A Journey Through Journaling,../../media/cache/2c/15/2c157b05b7b7014be2a05a5bdeca80e7.jpg,Five,26.79,14,nonfiction
Lady Midnight (The Dark Artifices #1),../../media/cache/bb/80/bb80ecf408c9ecf1cc3652fa8947d245.jpg,Five,16.28,14,default
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",../../media/cache/38/08/380869ceca4ab70f8620b02187bdf60a.jpg,One,19.55,14,food-and-drink
Island of Dragons (Unwanteds #7),../../media/cache/0f/65/0f6563cce3cc893cde20b088f6fd4107.jpg,One,29.65,14,fantasy
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,../../media/cache/04/ab/04ab560690b2383512d2fdf4c6366b1e.jpg,Four,25.98,14,humor
I Am Pilgrim (Pilgrim #1),../../media/cache/8d/a3/8da36f821f35b795a3a420c84ca9737e.jpg,Four,10.60,14,fiction
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",../../media/cache/25/1d/251df0eb9b321159b0ee348d4a9da2af.jpg,Five,14.75,14,humor
"Hush, Hush (Hush, Hush #1)",../../media/cache/0d/e9/0de97404e7bbd00d7aa6cd429b0de1da.jpg,Three,47.02,14,default
Hold Your Breath (Search and Rescue #1),../../media/cache/3d/4d/3d4d8e92429144f6c807adc4b15b7f80.jpg,One,28.82,14,romance
Hamilton: The Revolution,../../media/cache/03/1f/031f508a4a8ef70743ea7e9d4f598d38.jpg,Three,58.79,14,nonfiction
Greek Mythic History,../../media/cache/b0/45/b04568c8b10a2aef00eaecafefac7ee0.jpg,Five,10.23,14,default
God: The Most Unpleasant Character in All Fiction,../../media/cache/41/d8/41d8915a712c2a56f1c5182c11445551.jpg,Five,30.03,14,religion
Glory over Everything: Beyond The Kitchen House,../../media/cache/06/ac/06ac98df817412ce2419c4509fa98c80.jpg,Three,45.84,14,historical-fiction
Feathers: Displays of Brilliant Plumage,../../media/cache/0a/d4/0ad48326a0d2dbda145c94e1d50ef673.jpg,Three,49.05,14,art
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",../../media/cache/65/c4/65c4530fe298242e8b64c9ab8dd0c2d6.jpg,Four,15.06,14,nonfiction
Every Last Word,../../media/cache/c8/2d/c82df316ba150c761cd0b42b05930697.jpg,Three,46.47,14,default
Eligible (The Austen Project #4),../../media/cache/0a/9a/0a9a0b211bee87b544bd97a8320a0b73.jpg,Three,27.09,14,fiction
El Deafo,../../media/cache/95/4b/954b63f24b0e4c1c5ce494b33f694b73.jpg,Five,57.62,14,sequential-art
Eight Hundred Grapes,../../media/cache/5b/34/5b34d6d54467af2d5e44a5f91031adf2.jpg,Four,14.39,14,fiction
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",../../media/cache/8e/93/8e93f7095bcb98006b620dae07ef5514.jpg,Five,51.75,14,nonfiction
"Eat Fat, Get Thin",../../media/cache/a7/6b/a76b04d5de0b2f8f038c9ac27f4d2a42.jpg,Two,54.07,14,health
Don't Get Caught,../../media/cache/78/11/78112d48a74583a7acc24a2b46a9f59d.jpg,One,55.35,14,young-adult
Doctor Sleep (The Shining #2),../../media/cache/30/05/30053f9d8549febc67059c52fca65744.jpg,Two,40.12,14,horror
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),../../media/cache/b7/d5/b7d558f31dc9803aeb6c76009fdea5bc.jpg,Five,37.51,14,fantasy
Dear Mr. Knightley,../../media/cache/e1/8d/e18dc724d16d7501dcaaa56bdb49c16d.jpg,Five,11.21,14,fiction
Daily Fantasy Sports,../../media/cache/f6/65/f6656d023fae1a6219bbe85219d59fd2.jpg,One,36.58,14,default
Crazy Love: Overwhelmed by a Relentless God,../../media/cache/5d/34/5d344393618369df3f560e018b1d9853.jpg,Two,47.72,14,christian
Cometh the Hour (The Clifton Chronicles #6),../../media/cache/a0/f6/a0f6ff77c5f4604f88b1c74bbf669995.jpg,Three,25.01,14,fiction
Code Name Verity (Code Name Verity #1),../../media/cache/65/9a/659ada7d88e3bda8db70f7e5312a39e2.jpg,Four,22.13,14,add-a-comment
Clockwork Angel (The Infernal Devices #1),../../media/cache/2f/9f/2f9ff4e4be85da448b02108171b54c3b.jpg,One,44.14,14,default
City of Glass (The Mortal Instruments #3),../../media/cache/10/66/106624e3f3bf865390255be16dfb71d8.jpg,Four,56.02,14,fantasy
City of Fallen Angels (The Mortal Instruments #4),../../media/cache/21/46/2146903b83225c6a74b42a0f19a54e5d.jpg,Four,11.23,14,default
City of Bones (The Mortal Instruments #1),../../media/cache/7e/98/7e987ded586edb92faf57a0af78f1498.jpg,One,43.28,14,default
City of Ashes (The Mortal Instruments #2),../../media/cache/f0/90/f090a59e89a8d38bb1bcdc2137b18262.jpg,One,47.27,14,default
Cell,../../media/cache/03/da/03da11f81eda5e742df8a39e90c21c70.jpg,Four,20.29,14,add-a-comment
Catching Jordan (Hundred Oaks),../../media/cache/f4/8b/f48b76634af0040d4eea1ee896d3676b.jpg,Three,50.83,14,young-adult
"Carry On, Warrior: Thoughts on Life Unarmed",../../media/cache/d1/6b/d16b11b4c957d39bea33a43a96bf9e4c.jpg,Three,31.85,14,default
Carrie,../../media/cache/6b/79/6b794e3dc0a32702b2132e2195f6c30f.jpg,Two,46.23,14,default
Buying In: The Secret Dialogue Between What We Buy and Who We Are,../../media/cache/db/36/db3686ef6b30490998c1b24dbdf730d8.jpg,Four,37.80,14,nonfiction
Brain on Fire: My Month of Madness,../../media/cache/03/2c/032c97318d71f028d40ab6f5d2ae023f.jpg,Five,49.32,14,nonfiction
Batman: Europa,../../media/cache/dc/f7/dcf7314eb8526366ae9179d1f94bc78e.jpg,Two,32.01,14,sequential-art
Barefoot Contessa Back to Basics,../../media/cache/29/b1/29b1f537504f37527f1bf8182559684e.jpg,One,28.01,14,food-and-drink
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,../../media/cache/4e/92/4e92fef6b2d96fb732480c484dcb1a98.jpg,Five,50.62,14,food-and-drink
Balloon Animals,../../media/cache/f3/fc/f3fc38185b3b6ede38fd9dea2590c01f.jpg,Three,17.03,14,fiction
Art Ops Vol. 1,../../media/cache/36/36/3636bc73e33a70300d8265667373d622.jpg,Three,48.80,14,sequential-art
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),../../media/cache/e5/3a/e53a42b20d0c60634289aaad3fbb75c6.jpg,Four,58.14,14,young-adult
Angels Walking (Angels Walking #1),../../media/cache/ba/d9/bad95369105e8e403bf1f2b9288c5e41.jpg,Two,34.20,14,add-a-comment
Angels & Demons (Robert Langdon #1),../../media/cache/c2/fd/c2fd7fed7aa38d095127d2ec62726b17.jpg,Three,51.48,14,default
All the Light We Cannot See,../../media/cache/a6/96/a696c1d6bb1ff8f65f51a116160b2aef.jpg,Five,29.87,14,historical
"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",../../media/cache/bd/b8/bdb8adf93cb0a6778930ccd543dd9b37.jpg,Two,10.90,14,sequential-art
Abstract City,../../media/cache/5f/5e/5f5e2741d6c84f05fdd5adf8ba0d5642.jpg,Five,56.37,14,nonfiction
A Time of Torment (Charlie Parker #14),../../media/cache/f1/37/f137a410ed7d6fcfce17d081caf97915.jpg,Five,48.35,14,mystery
A Study in Scarlet (Sherlock Holmes #1),../../media/cache/27/40/274003f2720f82844873945b87af6c19.jpg,Two,16.73,14,mystery
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",../../media/cache/07/5f/075fff6094c0805f9f6b9e12561aeb87.jpg,Two,56.48,14,add-a-comment
A People's History of the United States,../../media/cache/bd/93/bd930adc47ee0dc240f8134f70f431ad.jpg,Two,40.79,14,add-a-comment
A Man Called Ove,../../media/cache/e9/e2/e9e22f047d6733f6c9dbbb8bf5342b09.jpg,One,39.72,14,fiction
A Distant Mirror: The Calamitous 14th Century,../../media/cache/d8/0a/d80ac19cd0aef94c5ac257b1eb3c1d37.jpg,Three,14.58,14,history
A Brush of Wings (Angels Walking #3),../../media/cache/19/11/1911d173c8e812518900af9aa16d9e46.jpg,One,55.51,14,add-a-comment
1491: New Revelations of the Americas Before Columbus,../../media/cache/2d/d2/2dd235d80326531092c70e191d630c7d.jpg,Three,21.80,14,history
"The Three Searches, Meaning, and the Story",../../media/cache/35/ec/35ec45c2c5ed5eceb29fe5823ee9744e.jpg,Three,13.33,13,default
Searching for Meaning in Gailana,../../media/cache/9e/b4/9eb4396139c421fc9f832011c68adb2c.jpg,One,38.73,13,fantasy
Rook,../../media/cache/64/ab/64ab238bea10c4f25fa5bc9129a35370.jpg,Four,37.86,13,add-a-comment
My Kitchen Year: 136 Recipes That Saved My Life,../../media/cache/70/48/7048787b6fdc04627217bf39465acb7e.jpg,Two,11.53,13,food-and-drink
13 Hours: The Inside Account of What Really Happened In Benghazi,../../media/cache/db/8d/db8dda82c57fd0c2b466d40c04ed6075.jpg,One,27.06,13,nonfiction
Will You Won't You Want Me?,../../media/cache/b9/ef/b9efe934eaeb1f51ad31a971188d7bc3.jpg,Three,13.86,12,womens-fiction
Tipping Point for Planet Earth: How Close Are We to the Edge?,../../media/cache/8e/cb/8ecbec21e76445ee83229a439e22aeaa.jpg,One,37.55,12,science
The Star-Touched Queen,../../media/cache/dc/57/dc57f908a0a2e130a5c065893a9005dd.jpg,Five,32.30,12,fantasy
The Silent Sister (Riley MacPherson #1),../../media/cache/98/df/98df70802a22c17dac6026645da4ab87.jpg,Five,46.29,12,fiction
The Midnight Watch: A Novel of the Titanic and the Californian,../../media/cache/d8/63/d8630e50f24c22765c9591a9297ff2e1.jpg,One,26.20,12,add-a-comment
The Lonely City: Adventures in the Art of Being Alone,../../media/cache/79/66/79660d2683a90670aa014cae6e02b2dc.jpg,Two,33.26,12,nonfiction
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,../../media/cache/39/a9/39a9cca83d84bff87903d4addbef4941.jpg,Four,59.15,12,add-a-comment
The Golden Condom: And Other Essays on Love Lost and Found,../../media/cache/e8/b4/e8b404939ad2b1cc9d896ba646919b17.jpg,One,39.43,12,psychology
The Epidemic (The Program 0.6),../../media/cache/b6/2f/b62f16c69886271a55d3717883323283.jpg,Five,14.44,12,young-adult
The Dinner Party,../../media/cache/a5/ad/a5ad88ff798c629eb24b19188c1ea902.jpg,Two,56.54,12,fiction
The Diary of a Young Girl,../../media/cache/eb/26/eb2622ca0a304963d3bac0efa1bad775.jpg,Three,59.90,12,nonfiction
The Children,../../media/cache/b3/0b/b30bf2a60739293261c9a997c7ae2ef6.jpg,Three,11.88,12,add-a-comment
Stars Above (The Lunar Chronicles #4.5),../../media/cache/8f/22/8f221677f6d28eba048ebb505fcfd90a.jpg,Two,48.05,12,young-adult
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,../../media/cache/17/95/17955609393fb4348e2321228d3e3e4f.jpg,Three,21.21,12,nonfiction
Raspberry Pi Electronics Projects for the Evil Genius,../../media/cache/47/a4/47a4a73d7e52e43ea0550ddd5d9ed034.jpg,Four,49.67,12,default
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,../../media/cache/fe/1a/fe1afbd5caf79c3c957bfc5cf46f141e.jpg,One,43.14,12,business
Psycho: Sanitarium (Psycho #1.5),../../media/cache/91/98/9198cedbd37561f2aa343d3eb04ee703.jpg,Five,36.97,12,horror
Poisonous (Max Revere Novels #3),../../media/cache/8d/52/8d52227d29e03695ef755620078b7815.jpg,Three,26.80,12,mystery
One with You (Crossfire #5),../../media/cache/98/f8/98f8b3354fc18ed6f42ff5c3f9b39056.jpg,Four,15.71,12,add-a-comment
No Love Allowed (Dodge Cove #1),../../media/cache/41/e1/41e1fc6ac1122d77a6308544dba8c21e.jpg,Four,54.65,12,young-adult
Murder at the 42nd Street Library (Raymond Ambler #1),../../media/cache/19/74/19748437aac103dbdeb1918062728726.jpg,Four,54.36,12,mystery
Most Wanted,../../media/cache/fa/b5/fab5e650b19b76c5f5d1ce3a626376b1.jpg,Three,35.28,12,mystery
"Love, Lies and Spies",../../media/cache/5c/19/5c19785278eaa6bf984ce6659847abc3.jpg,Two,20.55,12,historical-fiction
How to Speak Golf: An Illustrated Guide to Links Lingo,../../media/cache/43/19/4319716fa8ee2c315d07dc3c9c6762d2.jpg,Five,58.32,12,default
Hide Away (Eve Duncan #20),../../media/cache/b2/c5/b2c501b848bccd9cc375771f53c0fb6e.jpg,One,11.84,12,mystery
Furiously Happy: A Funny Book About Horrible Things,../../media/cache/28/4c/284c3b0cbb254825f5bfd60e89d936af.jpg,Four,41.46,12,nonfiction
Everyday Italian: 125 Simple and Delicious Recipes,../../media/cache/4e/eb/4eebc29c9f3885800e6ae2c62c836145.jpg,Five,20.10,12,food-and-drink
Equal Is Unfair: America's Misguided Fight Against Income Inequality,../../media/cache/a6/3b/a63b2576d798c2041c602561499a26aa.jpg,One,56.86,12,politics
Eleanor & Park,../../media/cache/15/58/1558d3175d91e870644b8029bac93e13.jpg,Five,56.51,12,default
Dirty (Dive Bar #1),../../media/cache/77/54/77540d564fb77611a18b57f12a910b73.jpg,Four,40.83,12,romance
